imdbId,title,genre,score,viewers
tt1954206,The Dirty Picture(2011),Biography | Comedy | Drama,6.6,10K
tt1954470,Gangs of Wasseypur(2012),Action | Crime | Drama,8.2,100K
tt1954598,Ladies vs. Ricky Bahl(2011),Comedy | Drama,6.0,10K
tt1956433,Ata Pata Lapatta(2012),Comedy | Musical,5.5,96
tt1961330,Good Luck!(2008),Comedy | Drama,3.1,20
tt1961530,Tell Me O Kkhuda(2011),Action | Crime | Drama,2.4,385
tt1964886,Love Express(2011),Comedy | Drama,5.1,124
tt1970029,Suno Na.. Ek Nanhi Aawaz(2009),Drama,5.3,11
tt1979209,Chala Mussaddi - Office Office(2011),Comedy | Drama,6.1,373
tt1980970,Gandhi to Hitler(2011),Drama | History | War,2.5,229
tt1980986,Housefull 2(2012),Comedy | Romance,5.3,15K
tt1985058,Dekh Bhai Dekh: Laughter Behind Darkness(2009),Comedy | Crime | Drama,4.7,37
tt1985981,Desi Boyz(2011),Comedy | Drama,5.7,15K
tt1986040,Ishkq in Paris(2013),Comedy | Romance,3.8,824
tt1986788,Chal Chalein(2009),Drama,6.9,34
tt1992138,Force(2011),Action | Crime | Drama,6.5,8.2K
tt1992257,Toss: A Flip of Destiny(2009),Crime | Drama | Thriller,8.8,15
tt1995245,Aamras: The Sweet Taste of Friendship(2009),Drama,5.8,70
tt1995257,Bachelor Party(2009),Comedy | Drama,4.7,47
tt1999857,Cycle Kick(2011),Drama | Sport,6.1,108
tt1999935,Not a Love Story(2011),Crime | Drama | Thriller,5.2,729
tt2011871,Ashok Chakra: Tribute to Real Heroes(2010),Action,4.7,11
tt2012576,Bubble Gum(2011),Drama,7.4,477
tt2016845,Aagaah: The Warning(2011),Drama | Horror | Thriller,3.7,34
tt2016894,Ek Tha Tiger(2012),Action | Romance | Thriller,5.6,37K
tt2023645,Phhir(2011),Drama | Mystery | Romance,5.2,216
tt2027138,Kyaa Super Kool Hain Hum(2012),Comedy,5.0,4.1K
tt2028553,Stand By(2011),Drama | Sport | Thriller,6.5,33
tt2032530,Shabri(2011),Action | Crime | Drama,5.9,161
tt2033264,Hair is Falling: A Serious Comedy Film(2011),Comedy | Drama,5.4,33
tt2033947,Aazaan(2011),Action | Drama | Mystery,4.5,379
tt2034011,Hum Tum Shabana(2011),Comedy | Crime | Drama,3.6,330
tt2035528,Hum Do Anjaane(2011),Action | Crime | Drama,4.1,21
tt2043923,Mod(2011),Drama | Romance | Thriller,6.4,436
tt2046106,Jaana Pehchana(2011),Drama,5.2,34
tt2057441,Mujhse Fraaandship Karoge(2011),Comedy | Drama | Romance,6.9,4.1K
tt2058651,Maruti Mera Dosst(2009),Animation | Adventure | Drama,8.6,102
tt2063745,Kya Dilli Kya Lahore(2014),Drama | History | War,7.3,1.9K
tt2064816,"I, Me aur Main(2013)",Drama,4.7,2K
tt2064849,London Paris New York(2012),Romance,5.6,3.8K
tt2064852,Lottery(2009),Crime | Drama | Mystery,3.3,23
tt2066062,Shortcut Romeo(2013),Action | Crime | Romance,2.9,296
tt2066899,Jugaad(2009),Comedy | Drama,5.4,88
tt2066925,Mummy Punjabi: Superman Ki Bhi Maa!!(2011),Comedy | Drama,5.2,47
tt2072227,Shanghai(2012),Crime | Thriller,7.3,10K
tt2073070,Saheb Biwi Aur Gangster(2011),Action | Crime | Drama,7.1,4.3K
tt2077833,Rowdy Rathore(2012),Action | Comedy,5.8,23K
tt2082197,Barfi!(2012),Adventure | Comedy | Drama,8.1,85K
tt2084863,Jo Dooba So Paar: It's Love in Bihar!(2011),Comedy | Crime | Drama,5.8,77
tt2094854,Inkaar(2013),Drama | Romance,6.1,2.7K
tt2100543,Hum Hai Raahi CAR Ke(2013),Adventure | Romance,2.7,174
tt2104937,Miley - Naa Miley - Hum(2011),Comedy | Drama | Romance,3.4,268
tt2106537,Matru ki Bijlee ka Mandola(2013),Comedy | Drama,5.6,6.3K
tt2109200,Shakal Pe Mat Ja(2011),Comedy | Crime | Drama,5.2,46
tt2112124,Chennai Express(2013),Action | Comedy | Romance,6.1,59K
tt2112131,Dabangg 2(2012),Action | Comedy | Drama,4.8,19K
tt2112978,Jo Hum Chahein(2011),Drama | Romance,5.3,109
tt2122340,Ferrari Ki Sawaari(2012),Crime | Family | Sport,6.4,5.7K
tt2126282,Ekk Deewana Tha(2012),Romance,6.1,3.3K
tt2130242,Tere Naal Love Ho Gaya(2012),Comedy | Romance,5.8,4.5K
tt2137064,Lanka(2011),Action | Crime | Drama,5.7,224
tt2138010,3 Nights 4 Days(2009),Romance,5.4,27
tt2140315,Raaz 3: The Third Dimension(2012),Horror | Romance | Thriller,4.1,4K
tt2150074,Koi Hai(2003),Drama | Horror,3.2,15
tt2155776,Yeh Jo Mohabbat Hai(2012),Drama,5.4,88
tt2164702,Zindagi Tere Naam(2012),Romance,4.9,47
tt2166214,Khiladi 786(2012),Action | Comedy,4.3,7.5K
tt2168910,Cocktail(2012),Comedy | Drama | Romance,6.3,15K
tt2172071,Student of the Year(2012),Comedy | Romance,5.2,19K
tt2175671,Ghost(2012),Horror,2.4,249
tt2176013,Jab Tak Hai Jaan(2012),Drama | Romance,6.7,57K
tt2178470,Yeh Jawaani Hai Deewani(2013),Drama | Musical | Romance,7.2,49K
tt2178508,Son of Sardaar(2012),Action | Comedy | Romance,4.2,10K
tt2181931,English Vinglish(2012),Comedy | Drama | Family,7.8,38K
tt2182726,Hansa(2012),Drama,7.5,64
tt2184125,Chaalis Chauraasi(2012),Comedy | Crime,6.1,517
tt2185084,From Sydney with Love(2012),Comedy | Romance,6.3,78
tt2186731,Department(2012),Action,3.2,1.1K
tt2186933,Luv Shuv Tey Chicken Khurana(2012),Comedy,6.6,4K
tt2187167,Unforgettable(2014),Drama | Romance,5.3,61
tt2187972,Shirin Farhad Ki Toh Nikal Padi(2012),Romance,4.6,1.1K
tt2188749,Gali Gali Chor Hai(2012),Drama,5.2,684
tt2188805,Login(2012),Drama | Thriller,5.7,120
tt2188893,Staying Alive(2012),Drama,6.0,35
tt2190256,Daal Mein kuch kaala hai(2012),Comedy,3.9,89
tt2191164,Station(2014),Crime | Drama | Thriller,7.5,96
tt2191641,Chaar Din Ki Chandni(2012),Comedy | Romance,4.1,426
tt2191721,Jodi Breakers(2012),Comedy | Musical | Romance,3.7,1.2K
tt2193145,Maharana Pratap: The First Freedom Fighter(2012),Action | War,5.7,140
tt2203308,Aashiqui 2(2013),Drama | Music | Musical,7.0,31K
tt2207668,Chakradhaar(2012),Action,4.3,38
tt2208248,Machhli Jal Ki Rani Hai(2014),Horror,2.3,320
tt2210576,Myoho(2012),Drama,7.5,16
tt2213054,Kai po che!(2013),Drama | Sport,7.8,38K
tt2215163,Issaq(2013),Drama,4.4,501
tt2215477,Goliyon Ki Rasleela Ram-Leela(2013),Drama | Musical | Romance,6.4,22K
tt2216852,Main Aur Mr. Riight(2014),Comedy | Romance,4.7,396
tt2220828,Identity Card(2014),Comedy | Drama | Sci-Fi,6.0,76
tt2222550,1920: Evil Returns(2012),Drama | Horror | Romance,4.9,2.1K
tt2222716,Baat Bann Gayi(2013),Comedy | Romance,4.9,81
tt2224254,3 Bachelors(2012),Comedy | Romance,3.3,190
tt2224313,Listen... Amaya(2013),Drama,6.5,636
tt2224317,Lootera(2013),Drama | Romance,7.4,16K
tt2224541,Tutiya Dil(2012),Romance,5.4,41
tt2226666,Jism 2(2012),Drama | Romance | Thriller,3.1,3.6K
tt2229842,Table No. 21(2013),Adventure | Thriller,7.2,14K
tt2232524,Mere Dost Picture Abhi Baaki Hai(2012),Comedy,3.8,217
tt2234328,Siyaah..(2012),Horror,5.3,72
tt2236494,Shudra the Rising(2012),History,8.1,1.1K
tt2241224,Cheenti Cheenti Bang Bang(2008),Animation | Family,5.4,26
tt2243336,Aalaap(2012),Sci-Fi,6.2,32
tt2246533,2 Nights in Soul Valley(2012),Adventure | Horror | Mystery,7.7,27
tt2246595,Blood Money(2012),Action | Drama | Thriller,4.8,1.1K
tt2246724,Ghanchakkar(2013),Comedy | Crime | Thriller,5.9,5.2K
tt2251552,Challo Driver(2012),Comedy,5.8,203
tt2253708,Future to Bright Hai Ji(2012),Drama,6.2,107
tt2255934,Aiyyaa(2012),Comedy,4.4,2K
tt2256514,Rush(2012),Thriller,3.9,900
tt2265191,Bumboo(2012),Comedy,4.3,2.3K
tt2275794,Gori Tere Pyaar Mein(2013),Comedy | Romance,4.9,4K
tt2275802,Satyagraha(2013),Drama,5.9,5.3K
tt2278422,Kamaal Dhamaal Malamaal(2012),Comedy,4.2,852
tt2283894,Riyasat(2014),Crime,6.3,52
tt2292625,Chakravyuh(2012),Drama | Thriller | War,6.8,3.4K
tt2294685,Jeena Hai Toh Thok Daal(2012),Drama,5.4,38
tt2301155,Shootout at Wadala(2013),Action | Crime,6.0,7.3K
tt2306721,Second Marriage Dot Com(2012),Drama,7.9,62
tt2308773,Born to Hate... Destined to Love(2012),Action | Drama | Romance,6.5,8.1K
tt2308829,Milta Hai Chance by Chance(2011),Comedy,6.9,13
tt2309764,Singham Returns(2014),Action,5.7,9.4K
tt2309987,Hate Story(2012),Thriller,5.3,3.9K
tt2317103,Sons of Ram(2012),Animation | Drama | Musical,7.1,86
tt2317135,Tamanchey(2014),Crime | Romance,4.5,382
tt2317337,Vicky Donor(2012),Comedy | Romance,7.8,45K
tt2318401,Bandook(2013),Crime | Thriller,5.8,836
tt2319889,Jannat 2(2012),Crime | Drama | Thriller,6.2,5.9K
tt2321163,ABCD (Any Body Can Dance)(2013),Music | Western,6.4,7.3K
tt2321492,Krishna Aur Kans(2012),Animation | Action | Adventure,6.6,265
tt2323964,Mere Dad Ki Maruti(2013),Comedy,6.4,4.9K
tt2327389,Life Ki Toh Lag Gayi(2012),Comedy,5.2,273
tt2332705,Love Recipe(2012),Comedy,4.6,16
tt2337292,Chor chor super chor(2013),Comedy | Drama | Thriller,6.5,238
tt2338151,PK(2014),Comedy | Drama | Fantasy,8.1,195K
tt2339549,Maximum(2012),Crime | Thriller,4.7,219
tt2341766,Nautanki Saala!(2013),Comedy,5.8,4.4K
tt2343417,Chhodo Kal Ki Baatein(2012),Drama,7.4,166
tt2344678,Himmatwala(2013),Action | Comedy,1.7,9K
tt2346744,Cigarette Ki Tarah(2012),Romance | Thriller,4.5,30
tt2347289,Bittoo Boss(2012),Romance,4.1,394
tt2350496,The Lunchbox(2013),Drama | Romance,7.8,59K
tt2353824,Janleva 555(2012),Musical | Romance | Thriller,4.2,30
tt2354223,Mumbai's King(2012),Drama,6.3,179
tt2354407,Teri Meri Kahaani(2012),Drama | Romance,4.9,4.2K
tt2356180,Bhaag Milkha Bhaag(2013),Biography | Drama | History,8.2,70K
tt2356959,Ajab Gazabb Love(2012),Romance,4.4,558
tt2357489,Zanjeer(2013),Action,3.3,2.8K
tt2357926,Ramaiya Vastavaiya(2013),Comedy | Family | Romance,5.7,4.2K
tt2358412,David(2013),Action | Crime | Drama,6.2,2.8K
tt2359810,Raanjhanaa(2013),Drama | Romance,7.6,34K
tt2361148,Club 60(2013),Drama,7.5,477
tt2362778,Saheb Biwi Aur Gangster Returns(2013),Action | Crime | Drama,6.7,4.1K
tt2367056,Chal Pichchur Banate Hain(2012),Drama,6.4,54
tt2369154,R... Rajkumar(2013),Action | Comedy | Romance,5.3,6.4K
tt2372222,Kick(2014),Action | Comedy | Romance,6.0,72K
tt2372678,2 States(2014),Drama | Romance,6.9,27K
tt2377938,Special 26(2013),Crime | Drama | Thriller,8.0,58K
tt2378057,?: A Question Mark(2012),Horror | Mystery | Thriller,5.8,380
tt2387495,Jalpari: The Desert Mermaid(2012),Drama | Family | Mystery,7.1,403
tt2389486,Mai(2013),Drama | Family,6.7,105
tt2389974,Aatma(2013),Drama | Horror | Thriller,3.9,697
tt2401719,Prague(2013),Mystery | Romance | Thriller,5.6,373
tt2402131,Kismet Love Paisa Dilli(2012),Adventure | Comedy | Crime,4.5,615
tt2402691,Saari Raat(2013),Short | Drama,8.5,19
tt2404027,Arjun: The Warrior Prince(2012),Animation | Action | Adventure,6.8,1.9K
tt2404187,Bloody Isshq(2013),Romance,7.6,46
tt2404519,3G - A Killer Connection(2013),Horror | Sci-Fi | Thriller,3.6,1.2K
tt2404673,Overtime(2012),Drama,5.0,33
tt2406636,Bhoot Returns(2012),Horror,2.6,576
tt2406676,Ek Thi Daayan(2013),Horror | Romance | Thriller,5.7,4.4K
tt2416294,Rabba Main Kya Karoon(2013),Comedy | Romance,4.4,304
tt2423132,Akaash Vani(2013),Romance,6.3,2.2K
tt2429640,Murder 3(2013),Thriller,5.0,2.7K
tt2429930,Khwaabb(2014),Drama | Romance | Sport,5.6,76
tt2436516,Go Goa Gone(2013),Action | Adventure | Comedy,6.6,15K
tt2437954,Singh Saab the Great(2013),Action | Drama,5.7,2.4K
tt2438764,Rajjo(2013),Drama | Romance,2.8,632
tt2461132,Happy New Year(2014),Action | Comedy | Crime,4.9,39K
tt2476154,Grand Masti(2013),Comedy | Drama | Romance,4.4,6.5K
tt2510874,Yamla Pagla Deewana 2(2013),Action | Comedy | Drama,3.4,2K
tt2554042,Maazii(2013),Thriller,4.9,120
tt2556308,Holiday(2014),Action | Romance | Thriller,7.2,29K
tt2560016,Rajdhani Express(2013),Action | Drama | Thriller,2.8,279
tt2571140,Boss(2013),Action | Comedy | Drama,5.1,12K
tt2573750,Gulaab Gang(2014),Action | Drama,6.0,2.2K
tt2574698,Gunday(2014),Action | Crime | Drama,2.7,60K
tt2576450,Besharam(2013),Comedy | Romance,3.5,5.8K
tt2589600,Mere Haule Dost(2013),Comedy | Drama,7.2,27
tt2609218,Ragini MMS 2(2014),Horror | Romance | Thriller,3.9,3K
tt2609468,Sona Spa(2013),Drama | Mystery | Thriller,3.4,211
tt2612924,Lucky Kabootar(2014),Comedy,5.0,98
tt2613380,Pehli Nazar Ka Pyaar(2008),Romance,5.0,10
tt2613942,Dehraadun Diary(2013),Thriller,5.8,58
tt2615584,Phata Poster Nikhla Hero(2013),Action | Comedy,4.9,5.2K
tt2621000,Jolly LLB(2013),Comedy | Drama,7.5,21K
tt2622130,Jayantabhai Ki Luv Story(2013),Action | Comedy | Romance,5.3,1.4K
tt2624852,Gangoobai(2013),Drama | Family,7.7,323
tt2630076,Super Nani(2014),Drama,4.7,486
tt2633598,Rise of the Zombie(2013),Drama | Horror | Thriller,3.3,452
tt2635622,The Attacks of 26/11(2013),Drama,6.9,5.4K
tt2675978,Dedh Ishqiya(2014),Comedy | Drama | Romance,7.0,7.4K
tt2679480,Sulemani Keeda(2014),Comedy | Romance,7.0,2.6K
tt2691010,Mumbai 125 KM 3D(2014),Horror,2.6,237
tt2699840,John Day(2013),Drama,5.6,885
tt2706264,Rangrezz(2013),Action |Drama |Adventure,5.2,452
tt2727028,Total Chaos(2014),Comedy | Drama | Romance,5.0,3K
tt2762334,Main Tera Hero(2014),Action | Comedy | Romance,5.1,9.5K
tt2767712,Badlapur Boys(2014),Drama,4.9,141
tt2796318,Mickey Virus(2013),Comedy | Thriller,6.1,2.8K
tt2797242,Bombay Talkies(2013),Drama,6.6,5.6K
tt2798620,Chhota Bheem and the Curse of Damyaan(2012),Animation | Adventure | Fantasy,6.3,303
tt2804026,Aurangzeb(2013),Action | Drama | Thriller,6.5,4.4K
tt2806788,Fukrey(2013),Comedy | Drama | Romance,6.9,12K
tt2814372,Gippi(2013),Comedy | Drama,5.6,881
tt2826126,Shree(2013),Sci-Fi,6.3,307
tt2848824,Bajatey Raho(2013),Comedy | Drama | Thriller,5.3,769
tt2855648,Madras Cafe(2013),Action | Drama | History,7.6,25K
tt2857500,Saare Jahaan Se Mehnga...(2013),Comedy | Drama,7.1,1.3K
tt2861320,Policegiri(2013),Action | Comedy | Drama,4.2,1.6K
tt2871010,Sonali Cable(2014),Drama,5.3,1.1K
tt2876408,Mr Joe B. Carvalho(2014),Comedy,3.5,598
tt2905838,Bang Bang(2014),Action | Adventure | Comedy,5.6,25K
tt2907156,Paranthe Wali Gali(2014),Drama | Romance,5.0,93
tt2912578,Ankur Arora Murder Case(2013),Drama | Thriller,6.5,2.1K
tt2929840,Zindagi 50 50(2013),Drama,2.8,248
tt2941856,Enemmy(2013),Action | Crime | Drama,5.0,254
tt2946506,It's Rocking: Dard-E-Disco(2012),Comedy,4.9,13
tt2951576,One by Two(2014),Comedy | Drama | Romance,3.9,762
tt2976172,Sixteen(2013),Drama | Romance | Thriller,6.2,1.8K
tt2976176,Lakshmi(2014),Drama,7.9,1.7K
tt2978626,Entertainment(2014),Comedy,4.5,9.1K
tt2980794,Highway(2014),Drama | Romance,7.6,30K
tt2988272,Shuddh Desi Romance(2013),Comedy | Drama | Romance,5.8,10K
tt2998196,Kuku Mathur Ki Jhand Ho Gayi(2014),Comedy | Romance,5.3,258
tt3001638,Mary Kom(2014),Biography | Drama | Sport,6.8,11K
tt3005850,Sooper Se Ooper(2013),Comedy,4.3,202
tt3017412,Happy Ending(2014),Comedy | Romance,5.3,3.8K
tt3021244,Chaarfutiya Chhokare(2014),Drama | Thriller,5.7,54
tt3031896,Lakeer ka Fakeer(2013),Crime,5.2,151
tt3036740,Humshakals(2014),Comedy,1.7,8.5K
tt3038772,Kaanchi(2014),Drama | Musical | Romance,4.3,676
tt3044882,Nasha(2013),Drama | Romance | Thriller,3.2,1.3K
tt3045946,Tara: The Journey of Love and Passion(2013),Drama,4.8,136
tt3056632,Manjunath(2014),Drama,7.1,509
tt3059106,Satya 2(2013),Crime,5.8,1K
tt3138602,Warning(2013),Adventure | Thriller,4.7,287
tt3142232,Heropanti(2014),Action | Romance,5.2,10K
tt3142688,Finding Fanny(2014),Comedy | Drama | Romance,5.7,6.6K
tt3160450,Ooops a Desi(2013),Thriller,7.0,185
tt3169676,Meinu Ek Ladki Chaahiye(2014),Drama,3.4,17
tt3169704,Raqt(2013),Thriller,5.8,10
tt3173910,Hasee Toh Phasee(2014),Comedy | Romance,6.8,16K
tt3177332,Horror Story(2013),Horror,4.2,2K
tt3211088,Le Gaya Saddam(2012),Comedy,6.3,22
tt3211170,Say Yes to Love(2012),Romance,6.5,16
tt3257168,Shorts(2013),Drama,6.4,475
tt3260588,Bin Phere Free Me Tere(2013),Comedy,4.6,23
tt3290688,Revolver Rani(2014),Action | Comedy | Crime,4.6,2K
tt3302962,Shaadi Ke Side Effects(2014),Comedy | Romance,5.6,4.2K
tt3303416,Ya Rab(2014),Drama,6.0,289
tt3309662,Jackpot(2013),Comedy | Thriller,2.0,806
tt3309844,Titoo MBA(2014),Comedy,4.4,119
tt3322420,Queen(2014),Adventure | Comedy | Drama,8.1,67K
tt3324810,Chhota Bheem and the Throne of Bali(2013),Animation,5.9,240
tt3334348,Heartless(2014),Drama | Family | Romance,5.2,527
tt3357416,What the Fish(2013),Adventure | Comedy | Drama,5.1,231
tt3359290,Bobby Jasoos(2014),Comedy | Drama | Thriller,5.5,2.4K
tt3362728,Ungli(2014),Comedy | Drama | Thriller,5.9,4.1K
tt3369670,Children of War(2014),Drama | History | War,6.6,1.3K
tt3380264,Kill Dil(2014),Action | Crime | Drama,4.5,4.4K
tt3382148,Yaariyan(2014),Drama | Romance,2.7,3.6K
tt3390572,Haider(2014),Crime | Drama | Romance,8.0,56K
tt3398052,Daawat-e-Ishq(2014),Comedy | Drama | Romance,6.1,6K
tt3415692,Mahabharat(2013),Animation | Action,5.3,635
tt3426144,Babloo Happy Hai(2014),Comedy | Drama | Romance,6.8,88
tt3449320,Darr @ the Mall(2014),Horror | Thriller,4.9,1K
tt3465488,Karle Pyaar Karle(2014),Action | Romance,2.5,158
tt3483596,O Teri(2014),Comedy | Drama,3.4,646
tt3483646,Bewakoofiyaan(2014),Comedy | Drama | Romance,5.5,4.5K
tt3483712,Raja Natwarlal(2014),Drama | Thriller,6.2,4.5K
tt3495000,Mardaani(2014),Action | Drama | Thriller,7.3,13K
tt3498050,Mokssh(2013),Drama | Musical,6.4,20
tt3498078,Ebn-e-Batuta(2014),Sci-Fi,4.4,33
tt3501994,Hawaa Hawaai(2014),Drama | Family | Sport,7.3,1.8K
tt3514330,Youngistaan(2014),Drama,5.2,1.9K
tt3524410,Yeh Hai Bakrapur(2014),Comedy | Drama,3.9,317
tt3527144,The Dirty Relation(2013),Thriller,3.6,15
tt3531604,Gang of Ghosts(2014),Comedy | Drama,3.7,432
tt3531852,Bhoothnath Returns(2014),Comedy | Drama | Fantasy,6.6,6K
tt3539966,Dishkiyaoon(2014),Action | Thriller,5.2,1.1K
tt3542028,Chal Bhaag(2014),Comedy,3.7,110
tt3554418,Khoobsurat(2014),Comedy | Romance,6.4,8.9K
tt3565354,Karar: The Deal(2014),Thriller,4.3,71
tt3585758,Kahin Hai Mera Pyar(2014),Drama | Musical | Romance,6.5,22
tt3592020,Neighbours(2014),Horror,3.4,58
tt3617048,Angry Young Man(2014),Action,5.7,14
tt3619772,Hate Story 2(2014),Drama | Romance | Thriller,4.4,2.3K
tt3619854,Creature(2014),Horror | Sci-Fi,3.2,1.5K
tt3636776,Samrat & Co.(2014),Mystery,6.2,1.4K
tt3640942,Koyelaanchal(2014),Action | Drama,5.4,287
tt3645014,The Xpose(2014),Thriller,3.3,1.7K
tt3672618,Dekh Tamasha Dekh(2014),Comedy,6.1,306
tt3678938,Humpty Sharma Ki Dulhania(2014),Comedy | Drama | Romance,6.0,14K
tt3681414,Purani Jeans(2014),Drama,6.2,842
tt3683702,Fugly(2014),Drama | Thriller,4.7,1.1K
tt3709344,CityLights(2014),Drama | Thriller,7.3,5.3K
tt3716142,Lekar Hum Deewana Dil(2014),Comedy | Romance,4.7,712
tt3720634,3 AM: A Paranormal Experience(2014),Horror | Romance,4.4,611
tt3748000,Bollywood Villa(2014),Thriller,5.1,14
tt3794302,Pizza(2014),Horror | Thriller,6.2,1.4K
tt3814100,M.A.D: Mad About Dance(2014),Drama | Musical,5.2,131
tt3822600,Amit Sahni Ki List(2014),Comedy | Romance,5.4,372
tt3847072,Ekkees Toppon Ki Salaami(2014),Comedy,6.1,556
tt3848888,The Shaukeens(2014),Comedy,4.9,3.1K
tt3877652,Desi Kattey(2014),Action,4.3,153
tt3881136,Life Is Beautiful(2014),Comedy | Romance,5.5,55
tt3893476,Spark(2014),Action,5.8,47
tt4010306,Jigariyaa(2014),Drama,4.9,323
tt4045666,Mumbai Delhi Mumbai(2014),Comedy | Romance,5.7,380
tt4119196,Love U Crazy Girl(2014),Mystery,4.8,12
tt4187650,Trip to Bhangarh(2014),Horror,2.5,316
tt4219300,Gollu aur Pappu(2014),Comedy,3.8,127
tt4228746,Zid(2014),Thriller,4.5,1.4K
